Well_orderAsTracked,Treatment,Empty,Male,Plate,Family,StartTime,Notes
138,NA,T,NA,5,NA,8/19/2019 16:05:27,
139,NA,T,NA,5,NA,8/19/2019 16:05:27,2 Flies
140,R,F,F,5,386,8/19/2019 16:05:27,
141,R,F,F,5,373,8/19/2019 16:05:27,
142,R,F,F,5,373,8/19/2019 16:05:27,
143,R,F,F,5,353,8/19/2019 16:05:27,
144,R,F,F,5,353,8/19/2019 16:05:27,
145,NA,T,NA,5,NA,8/19/2019 16:05:27,
146,NA,T,NA,5,NA,8/19/2019 16:05:27,
147,C,F,F,5,386,8/19/2019 16:05:27,
148,C,F,F,5,386,8/19/2019 16:05:27,
149,C,F,F,5,373,8/19/2019 16:05:27,
150,C,F,F,5,373,8/19/2019 16:05:27,
151,C,F,F,5,353,8/19/2019 16:05:27,
152,C,F,F,5,353,8/19/2019 16:05:27,
153,NA,T,NA,5,NA,8/19/2019 16:05:27,
154,NA,T,NA,5,NA,8/19/2019 16:05:27,
155,HS,F,F,5,386,8/19/2019 16:05:27,
156,HS,F,F,5,386,8/19/2019 16:05:27,
157,HS,F,F,5,373,8/19/2019 16:05:27,
158,HS,F,F,5,373,8/19/2019 16:05:27,
159,HS,F,F,5,353,8/19/2019 16:05:27,
160,HS,F,F,5,353,8/19/2019 16:05:27,
161,NA,T,NA,5,NA,8/19/2019 16:05:27,
162,R,F,F,5,386,8/19/2019 16:05:27,
163,R,F,F,5,386,8/19/2019 16:05:27,
164,R,F,F,5,373,8/19/2019 16:05:27,
165,R,F,F,5,373,8/19/2019 16:05:27,
166,R,F,F,5,353,8/19/2019 16:05:27,
167,R,F,F,5,353,8/19/2019 16:05:27,
168,NA,T,NA,5,NA,8/19/2019 16:05:27,
169,NA,T,NA,5,NA,8/19/2019 16:05:27,
170,C,F,F,5,386,8/19/2019 16:05:27,
171,C,F,F,5,386,8/19/2019 16:05:27,
172,C,F,F,5,373,8/19/2019 16:05:27,
173,C,T,F,5,373,8/19/2019 16:05:27,
174,C,F,F,5,353,8/19/2019 16:05:27,
175,C,F,F,5,353,8/19/2019 16:05:27,
176,NA,T,NA,5,NA,8/19/2019 16:05:27,
177,NA,T,NA,5,NA,8/19/2019 16:05:27,
178,HS,F,F,5,386,8/19/2019 16:05:27,
179,HS,F,F,5,386,8/19/2019 16:05:27,
180,HS,F,F,5,373,8/19/2019 16:05:27,
181,HS,F,F,5,373,8/19/2019 16:05:27,
182,HS,F,F,5,353,8/19/2019 16:05:27,
183,HS,F,F,5,353,8/19/2019 16:05:27,
184,NA,T,NA,5,NA,8/19/2019 16:05:27,
185,R,F,F,5,386,8/19/2019 16:05:27,
186,R,F,F,5,386,8/19/2019 16:05:27,
187,R,F,F,5,373,8/19/2019 16:05:27,
188,R,F,F,5,373,8/19/2019 16:05:27,
189,R,F,F,5,373,8/19/2019 16:05:27,Mixed up.
190,R,F,F,5,353,8/19/2019 16:05:27,
191,R,F,F,5,353,8/19/2019 16:05:27,
192,NA,T,NA,5,NA,8/19/2019 16:05:27,
193,C,F,F,5,386,8/19/2019 16:05:27,
194,C,F,F,5,386,8/19/2019 16:05:27,
195,C,F,F,5,373,8/19/2019 16:05:27,
196,C,F,F,5,373,8/19/2019 16:05:27,
197,C,F,F,5,353,8/19/2019 16:05:27,
198,NA,T,T,5,NA,8/19/2019 16:05:27,Dead.
199,C,F,F,5,353,8/19/2019 16:05:27,
200,NA,T,NA,5,NA,8/19/2019 16:05:27,
201,HS,F,F,5,386,8/19/2019 16:05:27,
202,HS,F,F,5,386,8/19/2019 16:05:27,
203,HS,F,F,5,373,8/19/2019 16:05:27,
204,HS,F,F,5,373,8/19/2019 16:05:27,
205,HS,F,F,5,353,8/19/2019 16:05:27,
206,HS,F,F,5,353,8/19/2019 16:05:27,
207,NA,T,NA,5,NA,8/19/2019 16:05:27,
208,R,F,F,5,386,8/19/2019 16:05:27,
209,R,F,F,5,386,8/19/2019 16:05:27,
210,R,F,F,5,373,8/19/2019 16:05:27,
211,R,F,F,5,373,8/19/2019 16:05:27,
212,R,F,F,5,353,8/19/2019 16:05:27,
213,R,F,F,5,353,8/19/2019 16:05:27,
214,NA,T,NA,5,NA,8/19/2019 16:05:27,
215,NA,T,NA,5,NA,8/19/2019 16:05:27,
216,C,F,F,5,386,8/19/2019 16:05:27,
217,C,F,F,5,386,8/19/2019 16:05:27,
218,C,F,F,5,373,8/19/2019 16:05:27,
219,C,F,F,5,373,8/19/2019 16:05:27,
220,C,F,F,5,353,8/19/2019 16:05:27,
221,C,F,F,5,353,8/19/2019 16:05:27,
222,NA,T,NA,5,NA,8/19/2019 16:05:27,
223,NA,T,NA,5,NA,8/19/2019 16:05:27,
224,HS,F,F,5,386,8/19/2019 16:05:27,
225,HS,F,F,5,386,8/19/2019 16:05:27,
226,HS,F,F,5,373,8/19/2019 16:05:27,
227,HS,F,F,5,373,8/19/2019 16:05:27,
228,HS,F,F,5,353,8/19/2019 16:05:27,
229,HS,F,F,5,353,8/19/2019 16:05:27,
230,NA,T,NA,5,NA,8/19/2019 16:05:27,
231,HS,F,F,6,365,8/19/2019 16:05:27,
232,HS,F,F,6,365,8/19/2019 16:05:27,
233,HS,F,F,6,358,8/19/2019 16:05:27,
234,HS,F,F,6,358,8/19/2019 16:05:27,
235,HS,F,F,6,352,8/19/2019 16:05:27,
236,NA,T,NA,6,NA,8/19/2019 16:05:27,
237,NA,T,NA,6,NA,8/19/2019 16:05:27,
238,NA,T,NA,6,NA,8/19/2019 16:05:27,
239,R,F,F,6,365,8/19/2019 16:05:27,
240,R,F,F,6,365,8/19/2019 16:05:27,
241,R,F,F,6,358,8/19/2019 16:05:27,
242,R,F,F,6,358,8/19/2019 16:05:27,
243,R,F,F,6,352,8/19/2019 16:05:27,
244,NA,T,NA,6,NA,8/19/2019 16:05:27,
245,NA,T,NA,6,NA,8/19/2019 16:05:27,
246,NA,T,NA,6,NA,8/19/2019 16:05:27,
247,C,F,F,6,365,8/19/2019 16:05:27,
248,C,F,F,6,365,8/19/2019 16:05:27,
249,C,F,F,6,358,8/19/2019 16:05:27,
250,C,F,F,6,358,8/19/2019 16:05:27,
251,C,F,F,6,352,8/19/2019 16:05:27,
252,NA,T,NA,6,NA,8/19/2019 16:05:27,
253,NA,T,NA,6,NA,8/19/2019 16:05:27,
254,HS,F,F,6,365,8/19/2019 16:05:27,
255,HS,F,F,6,365,8/19/2019 16:05:27,
256,HS,F,F,6,358,8/19/2019 16:05:27,
257,HS,F,F,6,358,8/19/2019 16:05:27,
258,HS,F,F,6,352,8/19/2019 16:05:27,
259,NA,T,NA,6,NA,8/19/2019 16:05:27,
260,NA,T,NA,6,NA,8/19/2019 16:05:27,
261,NA,T,NA,6,NA,8/19/2019 16:05:27,
262,R,F,F,6,365,8/19/2019 16:05:27,
263,R,F,F,6,365,8/19/2019 16:05:27,
264,R,F,F,6,358,8/19/2019 16:05:27,
265,R,F,F,6,358,8/19/2019 16:05:27,
266,R,F,F,6,352,8/19/2019 16:05:27,
267,NA,T,NA,6,NA,8/19/2019 16:05:27,
268,NA,T,NA,6,NA,8/19/2019 16:05:27,
269,NA,T,NA,6,NA,8/19/2019 16:05:27,
270,C,F,F,6,365,8/19/2019 16:05:27,
271,C,F,F,6,365,8/19/2019 16:05:27,
272,C,F,F,6,358,8/19/2019 16:05:27,
273,C,F,F,6,358,8/19/2019 16:05:27,
274,C,F,F,6,352,8/19/2019 16:05:27,
275,NA,T,NA,6,NA,8/19/2019 16:05:27,
276,NA,T,NA,6,NA,8/19/2019 16:05:27,
277,HS,F,F,6,365,8/19/2019 16:05:27,
278,HS,F,F,6,365,8/19/2019 16:05:27,
279,HS,F,F,6,358,8/19/2019 16:05:27,
280,HS,F,F,6,358,8/19/2019 16:05:27,
281,HS,F,F,6,352,8/19/2019 16:05:27,
282,NA,T,NA,6,NA,8/19/2019 16:05:27,
283,NA,T,NA,6,NA,8/19/2019 16:05:27,
284,NA,T,NA,6,NA,8/19/2019 16:05:27,
285,R,F,F,6,365,8/19/2019 16:05:27,
286,R,F,F,6,365,8/19/2019 16:05:27,
287,R,F,F,6,358,8/19/2019 16:05:27,
288,R,F,F,6,358,8/19/2019 16:05:27,
289,R,F,F,6,352,8/19/2019 16:05:27,
290,NA,T,NA,6,NA,8/19/2019 16:05:27,
291,NA,T,NA,6,NA,8/19/2019 16:05:27,
292,NA,T,NA,6,NA,8/19/2019 16:05:27,
293,C,F,F,6,365,8/19/2019 16:05:27,
294,C,F,F,6,365,8/19/2019 16:05:27,
295,C,F,F,6,358,8/19/2019 16:05:27,
296,NA,T,NA,6,NA,8/19/2019 16:05:27,
297,C,F,F,6,352,8/19/2019 16:05:27,
298,NA,T,NA,6,NA,8/19/2019 16:05:27,
299,NA,T,NA,6,NA,8/19/2019 16:05:27,
300,HS,F,F,6,365,8/19/2019 16:05:27,
301,HS,F,F,6,365,8/19/2019 16:05:27,
302,HS,F,F,6,358,8/19/2019 16:05:27,
303,NA,T,NA,6,NA,8/19/2019 16:05:27,
304,HS,F,F,6,352,8/19/2019 16:05:27,
305,NA,T,NA,6,NA,8/19/2019 16:05:27,
306,NA,T,NA,6,NA,8/19/2019 16:05:27,
307,NA,T,NA,6,NA,8/19/2019 16:05:27,
308,R,F,F,6,365,8/19/2019 16:05:27,
309,R,F,F,6,365,8/19/2019 16:05:27,
310,R,F,F,6,358,8/19/2019 16:05:27,
311,NA,T,NA,6,NA,8/19/2019 16:05:27,
312,R,F,F,6,352,8/19/2019 16:05:27,
313,NA,T,NA,6,NA,8/19/2019 16:05:27,
314,NA,T,NA,6,NA,8/19/2019 16:05:27,
315,NA,T,NA,6,NA,8/19/2019 16:05:27,
316,C,F,F,6,365,8/19/2019 16:05:27,
317,C,F,F,6,365,8/19/2019 16:05:27,
318,C,F,F,6,358,8/19/2019 16:05:27,
319,NA,T,NA,6,NA,8/19/2019 16:05:27,
320,C,F,F,6,352,8/19/2019 16:05:27,
321,NA,T,NA,6,NA,8/19/2019 16:05:27,
322,NA,T,NA,6,NA,8/19/2019 16:05:27,
323,HS,F,F,6,365,8/19/2019 16:05:27,
324,HS,F,F,6,365,8/19/2019 16:05:27,
325,HS,F,F,6,358,8/19/2019 16:05:27,
326,NA,T,NA,6,NA,8/19/2019 16:05:27,
327,HS,F,F,6,352,8/19/2019 16:05:27,
328,NA,T,NA,6,NA,8/19/2019 16:05:27,
329,NA,T,NA,6,NA,8/19/2019 16:05:27,
330,NA,T,NA,6,NA,8/19/2019 16:05:27,
331,R,F,F,6,365,8/19/2019 16:05:27,
332,NA,T,NA,6,NA,8/19/2019 16:05:27,
333,R,F,F,6,358,8/19/2019 16:05:27,
334,R,F,F,6,NA,8/19/2019 16:05:27,
335,NA,T,NA,6,NA,8/19/2019 16:05:27,
336,NA,T,NA,6,NA,8/19/2019 16:05:27,
337,NA,T,NA,6,NA,8/19/2019 16:05:27,
338,NA,T,NA,6,NA,8/19/2019 16:05:27,
339,C,F,F,6,365,8/19/2019 16:05:27,
340,NA,T,NA,6,NA,8/19/2019 16:05:27,
341,C,F,F,6,358,8/19/2019 16:05:27,
342,NA,T,NA,6,NA,8/19/2019 16:05:27,
343,NA,T,NA,6,NA,8/19/2019 16:05:27,
344,NA,T,NA,6,NA,8/19/2019 16:05:27,
345,NA,T,NA,6,NA,8/19/2019 16:05:27,
